s,match
http://nomisma.org/id/epiphaneia_syria,http://pleiades.stoa.org/places/668182
http://nomisma.org/id/trapezus,http://pleiades.stoa.org/places/857359
http://nomisma.org/id/caralis,http://pleiades.stoa.org/places/471899
http://nomisma.org/id/germanicopolis_paphlagonia,http://pleiades.stoa.org/places/844926
http://nomisma.org/id/arsinoe_crete,http://pleiades.stoa.org/places/590028
http://nomisma.org/id/aquinum,http://pleiades.stoa.org/places/432695
http://nomisma.org/id/placia,http://pleiades.stoa.org/places/511366
http://nomisma.org/id/augusta,http://pleiades.stoa.org/places/648577
http://nomisma.org/id/briula,http://pleiades.stoa.org/places/638793
http://nomisma.org/id/prostanna,http://pleiades.stoa.org/places/639072
http://nomisma.org/id/rusadir,http://pleiades.stoa.org/places/285512
http://nomisma.org/id/saetabis,http://pleiades.stoa.org/places/266018
http://nomisma.org/id/ctesiphon,http://pleiades.stoa.org/places/893976
http://nomisma.org/id/barce,http://pleiades.stoa.org/places/373750
http://nomisma.org/id/pergamum,http://pleiades.stoa.org/places/550812
http://nomisma.org/id/proerna,http://pleiades.stoa.org/places/541073
http://nomisma.org/id/potidaea,http://pleiades.stoa.org/places/491701
http://nomisma.org/id/cyane,http://pleiades.stoa.org/places/638948
http://nomisma.org/id/scione,http://pleiades.stoa.org/places/501620
http://nomisma.org/id/antigoneia_syria,http://pleiades.stoa.org/places/658380
http://nomisma.org/id/antiochia_ad_callirhoem,http://pleiades.stoa.org/places/658457
http://nomisma.org/id/edessa_mesopotamia,http://pleiades.stoa.org/places/658457
http://nomisma.org/id/balanaea,http://pleiades.stoa.org/places/668206
http://nomisma.org/id/stymphalus,http://pleiades.stoa.org/places/570696
http://nomisma.org/id/thespiae,http://pleiades.stoa.org/places/541141
http://nomisma.org/id/sigeum,http://pleiades.stoa.org/places/550877
http://nomisma.org/id/tiryns,http://pleiades.stoa.org/places/570740
http://nomisma.org/id/zeleia,http://pleiades.stoa.org/places/511461
http://nomisma.org/id/cremna,http://pleiades.stoa.org/places/638814
http://nomisma.org/id/chersonesus_crete,http://pleiades.stoa.org/places/589744
http://nomisma.org/id/axus,http://pleiades.stoa.org/places/590095
http://nomisma.org/id/hybla_magna,http://pleiades.stoa.org/places/462251
http://nomisma.org/id/moda,http://pleiades.stoa.org/places/589938
http://nomisma.org/id/pylus,http://pleiades.stoa.org/places/570640
http://nomisma.org/id/elaeusa,http://pleiades.stoa.org/places/648628
http://nomisma.org/id/byllis,http://pleiades.stoa.org/places/481777
http://nomisma.org/id/anaphe,http://pleiades.stoa.org/places/599491
http://nomisma.org/id/lyrceia-achaean_league,http://pleiades.stoa.org/places/570446
http://nomisma.org/id/heraclea_minoa,http://pleiades.stoa.org/places/462237
http://nomisma.org/id/philadelpheia_cilicia,http://pleiades.stoa.org/places/648736
http://nomisma.org/id/miletus,http://pleiades.stoa.org/places/599799
http://nomisma.org/id/rusicade,http://pleiades.stoa.org/places/305137
http://nomisma.org/id/untikesken,http://pleiades.stoa.org/places/252998
http://nomisma.org/id/isaura,http://pleiades.stoa.org/places/648651
http://nomisma.org/id/pharae,http://pleiades.stoa.org/places/541040
http://nomisma.org/id/simyra,http://pleiades.stoa.org/places/668372
http://nomisma.org/id/alaun,http://pleiades.stoa.org/places/252929
http://nomisma.org/id/pyranthus,http://pleiades.stoa.org/places/590022
http://nomisma.org/id/sinde,http://pleiades.stoa.org/places/825265
http://nomisma.org/id/smyrna,http://pleiades.stoa.org/places/550771
http://nomisma.org/id/temesa,http://pleiades.stoa.org/places/452469
http://nomisma.org/id/bilbilis,http://pleiades.stoa.org/places/246247
http://nomisma.org/id/antigoneia_mantineia,http://pleiades.stoa.org/places/570459
http://nomisma.org/id/vulci,http://pleiades.stoa.org/places/413393
http://nomisma.org/id/acinippo,http://pleiades.stoa.org/places/255950
http://nomisma.org/id/aegae_macedon,http://pleiades.stoa.org/places/491512
http://nomisma.org/id/iltirkesken,http://pleiades.stoa.org/places/252948
http://nomisma.org/id/tigranocerta,http://pleiades.stoa.org/places/874774
http://nomisma.org/id/ikesankom,http://pleiades.stoa.org/places/246352
http://nomisma.org/id/agrigentum,http://pleiades.stoa.org/places/462086
http://nomisma.org/id/savatra,http://pleiades.stoa.org/places/648780
http://nomisma.org/id/brundisium,http://pleiades.stoa.org/places/442509
http://nomisma.org/id/syangela,http://pleiades.stoa.org/places/599948
http://nomisma.org/id/atiliana,http://pleiades.stoa.org/places/246200
http://nomisma.org/id/trapezopolis,http://pleiades.stoa.org/places/639149
http://nomisma.org/id/iuliopolis,http://pleiades.stoa.org/places/844935
http://nomisma.org/id/germanicopolis_cilicia,http://pleiades.stoa.org/places/648635
http://nomisma.org/id/eurymenae,http://pleiades.stoa.org/places/540784
http://nomisma.org/id/rabbath-moba,http://pleiades.stoa.org/places/697632
http://nomisma.org/id/aetolian_league,http://pleiades.stoa.org/places/541139
http://nomisma.org/id/medaba,http://pleiades.stoa.org/places/697701
http://nomisma.org/id/cardia,http://pleiades.stoa.org/places/501458
http://nomisma.org/id/carthaea,http://pleiades.stoa.org/places/570333
http://nomisma.org/id/apameia_myrlea,http://pleiades.stoa.org/places/511194
http://nomisma.org/id/larisa,http://pleiades.stoa.org/places/550683
http://nomisma.org/id/arsinoe_argolis,http://pleiades.stoa.org/places/570482
http://nomisma.org/id/cyme_aeolis,http://pleiades.stoa.org/places/550506
http://nomisma.org/id/abdera_hispania,http://pleiades.stoa.org/places/265762
http://nomisma.org/id/kaisesa,http://pleiades.stoa.org/places/252952
http://nomisma.org/id/cabeira,http://pleiades.stoa.org/places/857177
http://nomisma.org/id/limyra,http://pleiades.stoa.org/places/638961
http://nomisma.org/id/attaea,http://pleiades.stoa.org/places/550474
http://nomisma.org/id/lebadeia,http://pleiades.stoa.org/places/540907
http://nomisma.org/id/corcyra_nigra,http://pleiades.stoa.org/places/197224
http://nomisma.org/id/lacedaemon,http://pleiades.stoa.org/places/570685
http://nomisma.org/id/ebora,http://pleiades.stoa.org/places/256151
http://nomisma.org/id/ceryneia,http://pleiades.stoa.org/places/570354
http://nomisma.org/id/lissus,http://pleiades.stoa.org/places/481896
http://nomisma.org/id/lysinia,http://pleiades.stoa.org/places/638973
http://nomisma.org/id/aesernia,http://pleiades.stoa.org/places/432652
http://nomisma.org/id/myra,http://pleiades.stoa.org/places/639005
http://nomisma.org/id/agyrium,http://pleiades.stoa.org/places/462082
http://nomisma.org/id/ambianum,http://pleiades.stoa.org/places/109321
http://nomisma.org/id/hyrcanis,http://pleiades.stoa.org/places/550588
http://nomisma.org/id/buthrotum,http://pleiades.stoa.org/places/530824
http://nomisma.org/id/zankle,http://pleiades.stoa.org/places/462538
http://nomisma.org/id/coronta,http://pleiades.stoa.org/places/530961
http://nomisma.org/id/same,http://pleiades.stoa.org/places/531093
http://nomisma.org/id/xanthus,http://pleiades.stoa.org/places/639166
http://nomisma.org/id/cythera,http://pleiades.stoa.org/places/570400
http://nomisma.org/id/macedonia_1st_region,http://pleiades.stoa.org/places/501347
http://nomisma.org/id/toletum,http://pleiades.stoa.org/places/266066
http://nomisma.org/id/naxus,http://pleiades.stoa.org/places/462386
http://nomisma.org/id/thessalonica,http://pleiades.stoa.org/places/491741
http://nomisma.org/id/golgi,http://pleiades.stoa.org/places/707512
http://nomisma.org/id/miletopolis,http://pleiades.stoa.org/places/511318
http://nomisma.org/id/aelia_capitolina,http://pleiades.stoa.org/places/687928
http://nomisma.org/id/teuthis-achaean_league,http://pleiades.stoa.org/places/570713
http://nomisma.org/id/hyllarima,http://pleiades.stoa.org/places/599659
http://nomisma.org/id/anazarbus,http://pleiades.stoa.org/places/658378
http://nomisma.org/id/came,http://pleiades.stoa.org/places/554246
http://nomisma.org/id/larissa_cremaste,http://pleiades.stoa.org/places/540904
http://nomisma.org/id/teanum_sidicinum,http://pleiades.stoa.org/places/433146
http://nomisma.org/id/silandus,http://pleiades.stoa.org/places/609528
http://nomisma.org/id/callet,http://pleiades.stoa.org/places/256043
http://nomisma.org/id/arketurki,http://pleiades.stoa.org/places/252932
http://nomisma.org/id/leucas,http://pleiades.stoa.org/places/530974
http://nomisma.org/id/cromna,http://pleiades.stoa.org/places/844994
http://nomisma.org/id/deultum,http://pleiades.stoa.org/places/216788
http://nomisma.org/id/bruttii,http://pleiades.stoa.org/places/452275
http://nomisma.org/id/augusta_trajana,http://pleiades.stoa.org/places/216731
http://nomisma.org/id/ai_khanoum,http://pleiades.stoa.org/places/971693
http://nomisma.org/id/sagalassus,http://pleiades.stoa.org/places/639087
http://nomisma.org/id/marathus,http://pleiades.stoa.org/places/668306
http://nomisma.org/id/caulonia,http://pleiades.stoa.org/places/452352
http://nomisma.org/id/dioscurias,http://pleiades.stoa.org/places/857107
http://nomisma.org/id/oeantheia,http://pleiades.stoa.org/places/540969
http://nomisma.org/id/lete,http://pleiades.stoa.org/places/491651
http://nomisma.org/id/orchomenus_arcadia,http://pleiades.stoa.org/places/570535
http://nomisma.org/id/iconium,http://pleiades.stoa.org/places/648647
http://nomisma.org/id/stiela,http://pleiades.stoa.org/places/465997
http://nomisma.org/id/sermyle,http://pleiades.stoa.org/places/501605
http://nomisma.org/id/acmoneia,http://pleiades.stoa.org/places/609293
http://nomisma.org/id/dicaea_macedon,http://pleiades.stoa.org/places/491570
http://nomisma.org/id/gargara,http://pleiades.stoa.org/places/550544
http://nomisma.org/id/themisonium,http://pleiades.stoa.org/places/642565
http://nomisma.org/id/terina,http://pleiades.stoa.org/places/452470
http://nomisma.org/id/troezen,http://pleiades.stoa.org/places/570756
http://nomisma.org/id/antandrus,http://pleiades.stoa.org/places/550433
http://nomisma.org/id/apameia_syria,http://pleiades.stoa.org/places/668335
http://nomisma.org/id/apollonia_macedon,http://pleiades.stoa.org/places/491526
http://nomisma.org/id/antipatris,http://pleiades.stoa.org/places/687996
http://nomisma.org/id/alabanda,http://pleiades.stoa.org/places/599479
http://nomisma.org/id/cotiaeum,http://pleiades.stoa.org/places/609444
http://nomisma.org/id/temenothyrae,http://pleiades.stoa.org/places/609549
http://nomisma.org/id/dionysopolis_thrace,http://pleiades.stoa.org/places/216793
http://nomisma.org/id/abariltur,http://pleiades.stoa.org/places/252927
http://nomisma.org/id/nicaea_bithynia,http://pleiades.stoa.org/places/511268
http://nomisma.org/id/argos_orestikon,http://pleiades.stoa.org/places/229530
http://nomisma.org/id/patara,http://pleiades.stoa.org/places/639042
http://nomisma.org/id/arcadian_league_early,http://pleiades.stoa.org/places/570287
http://nomisma.org/id/messene,http://pleiades.stoa.org/places/570479
http://nomisma.org/id/samaria_samaria,http://pleiades.stoa.org/places/678370
http://nomisma.org/id/carystus,http://pleiades.stoa.org/places/570336
http://nomisma.org/id/terone,http://pleiades.stoa.org/places/501646
http://nomisma.org/id/leptis_magna,http://pleiades.stoa.org/places/344448
http://nomisma.org/id/hadrianeia,http://pleiades.stoa.org/places/609395
http://nomisma.org/id/allifae,http://pleiades.stoa.org/places/432658
http://nomisma.org/id/coracesium,http://pleiades.stoa.org/places/638933
http://nomisma.org/id/asea,http://pleiades.stoa.org/places/570122
http://nomisma.org/id/metropolis_ionia,http://pleiades.stoa.org/places/550741
http://nomisma.org/id/crannon,http://pleiades.stoa.org/places/540886
http://nomisma.org/id/docimeium,http://pleiades.stoa.org/places/609366
http://nomisma.org/id/stratus,http://pleiades.stoa.org/places/531104
http://nomisma.org/id/melitaea,http://pleiades.stoa.org/places/540941
http://nomisma.org/id/tarra,http://pleiades.stoa.org/places/590072
http://nomisma.org/id/hecatompylos,http://pleiades.stoa.org/places/942276
http://nomisma.org/id/sebaste_paphlagonia,http://pleiades.stoa.org/places/845041
http://nomisma.org/id/carisa,http://pleiades.stoa.org/places/256057
http://nomisma.org/id/zela,http://pleiades.stoa.org/places/857382
http://nomisma.org/id/tium,http://pleiades.stoa.org/places/845084
http://nomisma.org/id/vindobona,http://pleiades.stoa.org/places/128537
http://nomisma.org/id/damania,http://pleiades.stoa.org/places/252197
http://nomisma.org/id/autocane,http://pleiades.stoa.org/places/550618
http://nomisma.org/id/sala_mauretania,http://pleiades.stoa.org/places/275696
http://nomisma.org/id/marium,http://pleiades.stoa.org/places/707574
http://nomisma.org/id/teucheira,http://pleiades.stoa.org/places/373736
http://nomisma.org/id/siga,http://pleiades.stoa.org/places/285521
http://nomisma.org/id/motya,http://pleiades.stoa.org/places/462373
http://nomisma.org/id/telmessus,http://pleiades.stoa.org/places/639137
http://nomisma.org/id/iulis,http://pleiades.stoa.org/places/570314
http://nomisma.org/id/cephaloedium,http://pleiades.stoa.org/places/462154
http://nomisma.org/id/nemausus,http://pleiades.stoa.org/places/148142
http://nomisma.org/id/searo,http://pleiades.stoa.org/places/256449
http://nomisma.org/id/ariassus,http://pleiades.stoa.org/places/638761
http://nomisma.org/id/kalakorikos,http://pleiades.stoa.org/places/246279
http://nomisma.org/id/praesus,http://pleiades.stoa.org/places/590011
http://nomisma.org/id/hipana,http://pleiades.stoa.org/places/462247
http://nomisma.org/id/siblia,http://pleiades.stoa.org/places/614833
http://nomisma.org/id/caesareia_cappadocia,http://pleiades.stoa.org/places/629035
http://nomisma.org/id/palaerus,http://pleiades.stoa.org/places/531034
http://nomisma.org/id/diocleia,http://pleiades.stoa.org/places/609362
http://nomisma.org/id/amphissa,http://pleiades.stoa.org/places/540630
http://nomisma.org/id/myconos,http://pleiades.stoa.org/places/599807
http://nomisma.org/id/utica,http://pleiades.stoa.org/places/315248
http://nomisma.org/id/adada,http://pleiades.stoa.org/places/638733
http://nomisma.org/id/canusium,http://pleiades.stoa.org/places/442525
http://nomisma.org/id/apollonis,http://pleiades.stoa.org/places/550444
http://nomisma.org/id/hyrtacina,http://pleiades.stoa.org/places/589813
http://nomisma.org/id/copia,http://pleiades.stoa.org/places/452457
http://nomisma.org/id/ithaca,http://pleiades.stoa.org/places/530905
http://nomisma.org/id/ilturo,http://pleiades.stoa.org/places/246429
http://nomisma.org/id/silerae,http://pleiades.stoa.org/places/462171
http://nomisma.org/id/signia,http://pleiades.stoa.org/places/423072
http://nomisma.org/id/cydonia,http://pleiades.stoa.org/places/589886
http://nomisma.org/id/rhodes,http://pleiades.stoa.org/places/590030
http://nomisma.org/id/perperene,http://pleiades.stoa.org/places/550814
http://nomisma.org/id/syracuse,http://pleiades.stoa.org/places/462503
http://nomisma.org/id/mesembria,http://pleiades.stoa.org/places/216882
http://nomisma.org/id/amastris,http://pleiades.stoa.org/places/844856
http://nomisma.org/id/neoclaudiopolis,http://pleiades.stoa.org/places/857028
http://nomisma.org/id/bargylia,http://pleiades.stoa.org/places/599550
http://nomisma.org/id/sardes,http://pleiades.stoa.org/places/550867
http://nomisma.org/id/eustibaikula,http://pleiades.stoa.org/places/252945
http://nomisma.org/id/hyrgaleis,http://pleiades.stoa.org/places/609410
http://nomisma.org/id/prusias_ad_mare,http://pleiades.stoa.org/places/511385
http://nomisma.org/id/telos,http://pleiades.stoa.org/places/599960
http://nomisma.org/id/candanus,http://pleiades.stoa.org/places/589838
http://nomisma.org/id/nisa,http://pleiades.stoa.org/places/952093
http://nomisma.org/id/sexsi,http://pleiades.stoa.org/places/266038
http://nomisma.org/id/lapethus,http://pleiades.stoa.org/places/707555
http://nomisma.org/id/abila,http://pleiades.stoa.org/places/677992
http://nomisma.org/id/laodiceia_ad_mare,http://pleiades.stoa.org/places/668290
http://nomisma.org/id/dertosa,http://pleiades.stoa.org/places/246369
http://nomisma.org/id/alexandreia_egypt,http://pleiades.stoa.org/places/727070
http://nomisma.org/id/amestratus,http://pleiades.stoa.org/places/462093
http://nomisma.org/id/cabyle,http://pleiades.stoa.org/places/216859
http://nomisma.org/id/aphrodisias_caria,http://pleiades.stoa.org/places/638753
http://nomisma.org/id/ilipa,http://pleiades.stoa.org/places/256221
http://nomisma.org/id/ariminum,http://pleiades.stoa.org/places/393379
http://nomisma.org/id/verbe,http://pleiades.stoa.org/places/639029
http://nomisma.org/id/amasia,http://pleiades.stoa.org/places/857018
http://nomisma.org/id/titiopolis,http://pleiades.stoa.org/places/648796
http://nomisma.org/id/syedra,http://pleiades.stoa.org/places/648783
http://nomisma.org/id/berytus,http://pleiades.stoa.org/places/678060
http://nomisma.org/id/grimenothyrae,http://pleiades.stoa.org/places/614667
http://nomisma.org/id/atrax,http://pleiades.stoa.org/places/540682
http://nomisma.org/id/caphya,http://pleiades.stoa.org/places/570329
http://nomisma.org/id/pharcadon,http://pleiades.stoa.org/places/541041
http://nomisma.org/id/magnesia_ad_maeandrum,http://pleiades.stoa.org/places/599778
http://nomisma.org/id/myus,http://pleiades.stoa.org/places/599813
http://nomisma.org/id/larissa_troas,http://pleiades.stoa.org/places/550685
http://nomisma.org/id/pellene,http://pleiades.stoa.org/places/570576
http://nomisma.org/id/eusebeia,http://pleiades.stoa.org/places/629035
http://nomisma.org/id/petelia,http://pleiades.stoa.org/places/452403
http://nomisma.org/id/hadrianothera,http://pleiades.stoa.org/places/550560
http://nomisma.org/id/odrysae,http://pleiades.stoa.org/places/216906
http://nomisma.org/id/phaestus,http://pleiades.stoa.org/places/589987
http://nomisma.org/id/larissa_thessaly,http://pleiades.stoa.org/places/540905
http://nomisma.org/id/apollonia_crete,http://pleiades.stoa.org/places/589696
http://nomisma.org/id/gaza,http://pleiades.stoa.org/places/687902
http://nomisma.org/id/aphytis,http://pleiades.stoa.org/places/491525
http://nomisma.org/id/pharsalus,http://pleiades.stoa.org/places/541042
http://nomisma.org/id/aeneia,http://pleiades.stoa.org/places/491513
http://nomisma.org/id/colossae,http://pleiades.stoa.org/places/638811
http://nomisma.org/id/ococleia,http://pleiades.stoa.org/places/614781
http://nomisma.org/id/attuda,http://pleiades.stoa.org/places/638779
http://nomisma.org/id/ostur,http://pleiades.stoa.org/places/256349
http://nomisma.org/id/sabratha,http://pleiades.stoa.org/places/344282
http://nomisma.org/id/heraclea_ad_latmum,http://pleiades.stoa.org/places/599640
http://nomisma.org/id/methydrium_arcadia,http://pleiades.stoa.org/places/570484
http://nomisma.org/id/coroneia,http://pleiades.stoa.org/places/540717
http://nomisma.org/id/arycanda,http://pleiades.stoa.org/places/638769
http://nomisma.org/id/malaca,http://pleiades.stoa.org/places/265963
http://nomisma.org/id/mostene,http://pleiades.stoa.org/places/550752
http://nomisma.org/id/sibidunda,http://pleiades.stoa.org/places/639104
http://nomisma.org/id/choma,http://pleiades.stoa.org/places/638803
http://nomisma.org/id/tegea,http://pleiades.stoa.org/places/570707
http://nomisma.org/id/raphia,http://pleiades.stoa.org/places/688015
http://nomisma.org/id/thermae_himerenses,http://pleiades.stoa.org/places/462513
http://nomisma.org/id/lusi-achaean_league,http://pleiades.stoa.org/places/570438
http://nomisma.org/id/claudiopolis_cilicia,http://pleiades.stoa.org/places/648723
http://nomisma.org/id/caesaraugusta,http://pleiades.stoa.org/places/246344
http://nomisma.org/id/failaka,http://pleiades.stoa.org/places/912851
http://nomisma.org/id/plotinopolis,http://pleiades.stoa.org/places/501572
http://nomisma.org/id/prymnessus,http://pleiades.stoa.org/places/609511
http://nomisma.org/id/sybaris,http://pleiades.stoa.org/places/452457
http://nomisma.org/id/olophyxus,http://pleiades.stoa.org/places/501535
http://nomisma.org/id/laodiceia_ad_lycum,http://pleiades.stoa.org/places/638955
http://nomisma.org/id/thessalian_league,http://pleiades.stoa.org/places/540905
http://nomisma.org/id/marcianopolis,http://pleiades.stoa.org/places/216878
http://nomisma.org/id/babylon,http://pleiades.stoa.org/places/893951
http://nomisma.org/id/sepphoris,http://pleiades.stoa.org/places/678387
http://nomisma.org/id/caena,http://pleiades.stoa.org/places/462225
http://nomisma.org/id/alaesa,http://pleiades.stoa.org/places/462225
http://nomisma.org/id/termessus_minor,http://pleiades.stoa.org/places/639013
http://nomisma.org/id/oropus,http://pleiades.stoa.org/places/580044
http://nomisma.org/id/siscia,http://pleiades.stoa.org/places/197504
http://nomisma.org/id/joppa,http://pleiades.stoa.org/places/687931
http://nomisma.org/id/achulla,http://pleiades.stoa.org/places/324653
http://nomisma.org/id/galaria,http://pleiades.stoa.org/places/465899
http://nomisma.org/id/mytistratus,http://pleiades.stoa.org/places/462381
http://nomisma.org/id/carthago_nova,http://pleiades.stoa.org/places/265849
http://nomisma.org/id/brutobriga,http://pleiades.stoa.org/places/256032
http://nomisma.org/id/carteia,http://pleiades.stoa.org/places/256063
http://nomisma.org/id/lix,http://pleiades.stoa.org/places/275666
http://nomisma.org/id/issus,http://pleiades.stoa.org/places/658490
http://nomisma.org/id/dioshieron,http://pleiades.stoa.org/places/550515
http://nomisma.org/id/side,http://pleiades.stoa.org/places/639105
http://nomisma.org/id/sicinos,http://pleiades.stoa.org/places/590046
http://nomisma.org/id/serdica,http://pleiades.stoa.org/places/207439
http://nomisma.org/id/botrys,http://pleiades.stoa.org/places/668214
http://nomisma.org/id/camulodunum,http://pleiades.stoa.org/places/79393
http://nomisma.org/id/panormus,http://pleiades.stoa.org/places/462410
http://nomisma.org/id/iol,http://pleiades.stoa.org/places/295279
http://nomisma.org/id/gomphi,http://pleiades.stoa.org/places/540792
http://nomisma.org/id/alexandretta,http://pleiades.stoa.org/places/658371
http://nomisma.org/id/camirus,http://pleiades.stoa.org/places/589836
http://nomisma.org/id/ecbatana,http://pleiades.stoa.org/places/903021
http://nomisma.org/id/samsosata,http://pleiades.stoa.org/places/658587
http://nomisma.org/id/arcadian_league,http://pleiades.stoa.org/places/570467
http://nomisma.org/id/arkailikos,http://pleiades.stoa.org/places/252931
http://nomisma.org/id/butuntum,http://pleiades.stoa.org/places/442511
http://nomisma.org/id/myrina_lemni,http://pleiades.stoa.org/places/550755
http://nomisma.org/id/sarmizegetusa,http://pleiades.stoa.org/places/207527
http://nomisma.org/id/elea,http://pleiades.stoa.org/places/530860
http://nomisma.org/id/jerusalem,http://pleiades.stoa.org/places/687928
http://nomisma.org/id/chabacta,http://pleiades.stoa.org/places/860795
http://nomisma.org/id/nesos,http://pleiades.stoa.org/places/550841
http://nomisma.org/id/tylisus,http://pleiades.stoa.org/places/590084
http://nomisma.org/id/hyrium,http://pleiades.stoa.org/places/442839
http://nomisma.org/id/seriphos,http://pleiades.stoa.org/places/590043
http://nomisma.org/id/cercinitis,http://pleiades.stoa.org/places/226658
http://nomisma.org/id/cleitor,http://pleiades.stoa.org/places/570359
http://nomisma.org/id/hadriani_ad_olympum,http://pleiades.stoa.org/places/609396
http://nomisma.org/id/hierapytna,http://pleiades.stoa.org/places/589807
http://nomisma.org/id/herdoniae,http://pleiades.stoa.org/places/442613
http://nomisma.org/id/mastaura,http://pleiades.stoa.org/places/599790
http://nomisma.org/id/chalcis_sub_libano,http://pleiades.stoa.org/places/678086
http://nomisma.org/id/nacoleia,http://pleiades.stoa.org/places/609484
http://nomisma.org/id/tripolis_ad_maeandrum,http://pleiades.stoa.org/places/639152
http://nomisma.org/id/sicyon,http://pleiades.stoa.org/places/570668
http://nomisma.org/id/temnus,http://pleiades.stoa.org/places/550908
http://nomisma.org/id/dionysopolis_phrygia,http://pleiades.stoa.org/places/609363
http://nomisma.org/id/soli-pompeiopolis,http://pleiades.stoa.org/places/648781
http://nomisma.org/id/sebaste_phrygia,http://pleiades.stoa.org/places/609521
http://nomisma.org/id/amisus,http://pleiades.stoa.org/places/857024
http://nomisma.org/id/thelpusa,http://pleiades.stoa.org/places/570722
http://nomisma.org/id/pordosilene,http://pleiades.stoa.org/places/550841
